Date,CE16OV,EXUSEU,IPMAN,M1SL,M1V,UNRATE,Market Value,Estimate,Sigma,Recommended Percent Stock
2000-06-01,136940.0,0.9505,95.6248,1102.6,9.251,4.0,41.583149,38.54380358109175,-0.8631569821532892,-0.008499646109241255
2000-06-08,136844.56666666668,0.9477233333333334,95.65354666666666,1102.81,9.279233333333332,4.0,40.832027,39.35838238716589,-0.4185067708550369,0.531146037349867
2000-06-15,136749.13333333333,0.9449466666666667,95.68229333333333,1103.02,9.307466666666667,4.0,40.091328,40.17296119324017,0.0231833671429271,1.067199254779196
2000-06-22,136653.7,0.94217,95.71104,1103.23,9.3357,4.0,39.402802,40.987539999314336,0.45005666696586033,1.5852701513628384
2000-06-29,136558.26666666666,0.9393933333333333,95.73978666666667,1103.44,9.363933333333334,4.0,39.115768,41.802118805388545,0.7629084998891437,1.9649599320252311
2000-07-06,136552.12903225806,0.9331,95.647,1102.967741935484,9.372,4.016129032258064,40.128914,41.786436438660544,0.470727037836822,1.6103565589087718
2000-07-13,136581.70967741936,0.9254,95.5056,1102.2225806451613,9.372,4.038709677419354,40.880955,41.4386496028116,0.15838212640501817,1.2312819989024784
2000-07-20,136611.29032258064,0.9177,95.3642,1101.4774193548387,9.372,4.061290322580645,40.160244,41.09086276696273,0.2642904888103523,1.3598167193682371
2000-07-27,136640.87096774194,0.9099999999999999,95.22279999999999,1100.7322580645161,9.372,4.083870967741936,39.251545,40.7430759311138,0.4235863845152963,1.5531447338966387
2000-08-03,136676.90322580645,0.902241935483871,95.15067741935484,1100.167741935484,9.372,4.087096774193548,41.048058,40.51041659947322,-0.15268712989063946,0.8537556261460995
2000-08-10,136729.06451612903,0.8943387096774194,95.25174838709677,1100.0548387096774,9.372,4.041935483870968,41.497189,40.56557602835372,-0.2645728373413739,0.7179665552486203
2000-08-17,136781.2258064516,0.8864354838709677,95.3528193548387,1099.941935483871,9.372,3.996774193548387,41.852318,40.62073545723419,-0.349762506187356,0.614576888719914
2000-08-24,136833.38709677418,0.8785322580645162,95.45389032258065,1099.8290322580647,9.372,3.9516129032258065,41.925423,40.675894886114676,-0.35485894732042905,0.6083916393068163
2000-08-31,136885.5483870968,0.8706290322580645,95.55496129032258,1099.716129032258,9.372,3.9064516129032256,42.384998,40.73105431499509,-0.4697106919532487,0.4690028643686752
2000-09-07,136932.0,0.8661000000000001,95.52382,1099.5,9.407399999999999,3.9,42.614777,41.19256487018349,-0.40390023533263875,0.5488731262945457
2000-09-14,136977.5,0.8621333333333334,95.47064333333333,1099.2666666666667,9.4487,3.9,42.113434,41.72180061309,-0.11122167630329259,0.9040797966345205
2000-09-21,137023.0,0.8581666666666667,95.41746666666667,1099.0333333333333,9.49,3.9,41.27784,42.25103635599639,0.2763822843098122,1.374491816963495
2000-09-28,137068.5,0.8542000000000001,95.36429,1098.8,9.5313,3.9,42.308086,42.780272098902785,0.13409819285695457,1.2018100238901237
2000-10-05,137118.1935483871,0.8528483870967742,95.30933225806452,1097.8870967741937,9.549,3.9,41.564194,42.83790390755266,0.36172644053626923,1.4780689756959693
2000-10-12,137171.03225806452,0.853458064516129,95.25303870967741,1096.4645161290323,9.549,3.9,40.296413,42.54183276550992,0.6376865677745461,1.812985473399088
2000-10-19,137223.87096774194,0.8540677419354838,95.19674516129032,1095.041935483871,9.549,3.9,40.987923,42.24576162346729,0.3572190852390397,1.4725986649479665
2000-10-26,137276.70967741936,0.8546774193548387,95.14045161290323,1093.6193548387098,9.549,3.9,41.197487,41.9496904814246,0.2136215525068132,1.2983228258157418
2000-11-02,137331.73333333334,0.8566366666666666,95.07534333333334,1092.2733333333333,9.549,3.9,42.727184,41.65243270274105,-0.3052233156969027,0.6686314720355491
2000-11-09,137399.86666666667,0.8666933333333333,94.95734666666667,1091.3866666666668,9.549,3.9,42.077591,41.348055104212236,-0.2071840858440023,0.7876158913733949
2000-11-16,137468.0,0.8767499999999999,94.83935,1090.5,9.549,3.9,41.543224,41.043677505683306,-0.14186839106775173,0.8668856900882635
2000-11-23,137536.13333333333,0.8868066666666666,94.72135333333334,1089.6133333333332,9.549,3.9,40.90411,40.739299907154475,-0.04680513819980646,0.982258342034128
2000-11-30,137604.26666666666,0.8968633333333333,94.60335666666667,1088.7266666666667,9.549,3.9,40.925045,40.434922308625616,-0.13919208410458397,0.8701337656847379
2000-12-07,137645.74193548388,0.9059064516129032,94.48148064516128,1090.1677419354837,9.539709677419355,3.958064516129032,41.574654,39.960627686460704,-0.4583743832614493,0.4827610722733289
2000-12-14,137682.7741935484,0.9147806451612903,94.35895806451613,1091.9967741935484,9.528870967741934,4.025806451612903,40.820278,39.458013560356434,-0.38687542893359433,0.5695351276869365
2000-12-21,137719.8064516129,0.9236548387096775,94.23643548387096,1093.8258064516128,9.518032258064515,4.093548387096774,41.689133,38.955399434252215,-0.7763649369835711,0.09683472986614783
2000-12-28,137756.83870967742,0.9325290322580645,94.1139129032258,1095.6548387096775,9.507193548387097,4.161290322580645,42.721367,38.452785308148094,-1.212253160924747,-0.4321770473546973
2001-01-04,137761.93548387097,0.9359451612903226,93.99884193548387,1097.1354838709678,9.501,4.2,42.942535,38.217214672316004,-1.3419643612657892,-0.5895998655199433
2001-01-11,137724.4516129032,0.9320838709677419,93.8937064516129,1098.151612903226,9.501,4.2,43.321732,38.337702023513586,-1.41543644453905,-0.6787685909263697
